tokens per iteration will be: 16,384
Initializing a new model from scratch
compiling the model... (takes a ~minute)
iter 6150: loss 3.7020, time 561.55ms
iter 6160: loss 3.6577, time 561.86ms
iter 6170: loss 3.6525, time 561.94ms
iter 6180: loss 3.7397, time 561.31ms
iter 6190: loss 3.7941, time 561.67ms
iter 6200: loss 3.7301, time 561.13ms
iter 6210: loss 3.7199, time 561.05ms
iter 6220: loss 3.5291, time 560.74ms
iter 6230: loss 3.6844, time 561.25ms
iter 6240: loss 3.6570, time 561.33ms
iter 6250: loss 3.6418, time 36837.96ms
iter 6260: loss 3.9953, time 561.36ms
iter 6270: loss 3.5918, time 561.68ms
iter 6280: loss 3.4878, time 561.53ms
iter 6290: loss 3.5012, time 561.30ms
iter 6300: loss 3.7528, time 561.04ms
